dataset,size,proxy,self,concat,concat.smoothed,sepDec.smoothed,datasetEmbeds.smoothed
UD_Sanskrit-UFAL,sa_ufal,{\small \cite{dwivedi2017universal}},hi\_hdtb,0,25.12,25.89,25.60,24.76,25.44
UD_Sanskrit-Vedic,sa_vedic,{\small \cite{hellwig-etal-2020-treebank}},---,17445,72.34,71.44,78.61,79.06,71.31
UD_Slovak-SNK,sk_snk,{\small \cite{zeman2017slovak}},---,80637,94.03,93.92,94.07,95.05,93.90
UD_Slovenian-SSJ,sl_ssj,{\small \cite{dobrovoljc-etal-2017-universal}},---,112530,96.58,96.37,96.88,97.20,96.34
UD_Slovenian-SST,sl_sst,{\small \cite{dobrovoljc-nivre-2016-universal}},---,19473,87.40,94.62,95.55,95.25,94.63
UD_North_Sami-Giella,sme_giella,{\small \cite{tyers-sheyanova-2017-annotation}},---,16835,70.42,69.15,75.70,77.28,69.02
UD_Skolt_Sami-Giellagas,sms_giellagas,{\small \cite{rueter2019survey}},id\_gsd,0,59.29,56.72,55.39,55.81,57.04
UD_Soi-AHA,soj_aha,{\small \cite{ud_Soi-AHA2020}},fa\_perdt,0,67.88,69.70,67.27,67.88,70.30
UD_Albanian-TSA,sq_tsa,{\small \cite{toska-etal-2020-universal}},ga\_idt,0,49.21,53.22,53.40,42.01,53.29
UD_Serbian-SET,sr_set,{\small \cite{samardzic-etal-2017-universal}},---,74259,94.59,95.92,96.83,97.28,96.41
UD_Swedish-LinES,sv_lines,{\small \cite{ahrenberg-2015-converting}},---,55451,94.15,94.78,96.04,96.70,94.82
UD_Swedish-PUD,sv_pud,{\small \cite{mcdonald-etal-2013-universal}},sv\_lines,0,89.45,90.34,90.96,92.20,90.90
UD_Swedish-Talbanken,sv_talbanken,{\small \cite{mcdonald-etal-2013-universal}},---,66673,95.70,96.26,96.96,97.26,96.24
UD_Swedish_Sign_Language-SSLC,swl_sslc,{\small \cite{ostling-etal-2017-universal}},---,644,100.00,100.00,100.00,100.00,100.00
UD_Tamil-MWTT,ta_mwtt,{\small \cite{sarveswaran2020thamizhiudp}},ta\_ttb,0,62.15,63.45,73.61,74.26,63.01
UD_Tamil-TTB,ta_ttb,\resizebox{4cm}{!}{\cite{ta}},---,6849,56.42,62.38,76.57,76.26,61.97
UD_Telugu-MTG,te_mtg,{\small \cite{rama-vajjala-2017-telugu}},---,5082,100.00,100.00,100.00,100.00,100.00
UD_Thai-PUD,th_pud,{\small \cite{mcdonald-etal-2013-universal}},en\_ewt,0,100.00,100.00,100.00,100.00,100.00
UD_Tagalog-TRG,tl_trg,{\small \cite{UD_Tagalog-TRG}},en\_singpar,0,100.00,100.00,100.00,100.00,100.00
UD_Tagalog-Ugnayan,tl_ugnayan,{\small \cite{UD_Tagalog-Ugnayan}},en\_singpar,0,87.76,87.76,87.76,87.76,87.76
UD_Tupinamba-TuDeT,tpn_tudet,{\small \cite{UD_Tupinamba-TuDeT}},cs\_pdt,0,45.83,45.83,43.98,41.67,44.44
UD_Turkish-BOUN,tr_boun,{\small \cite{trk2020resources}},---,99165,88.43,88.51,88.69,88.38,88.64
UD_Turkish-GB,tr_gb,{\small \cite{coltekin2015grammar}},tr\_boun,0,83.31,84.63,85.07,83.98,84.71
UD_Turkish-IMST,tr_imst,{\small \cite{sulubacak-etal-2016-universal}},---,38733,84.45,87.78,88.89,88.96,88.39
UD_Turkish-PUD,tr_pud,{\small \cite{mcdonald-etal-2013-universal}},tr\_boun,0,81.15,82.50,83.03,82.08,82.59
UD_Uyghur-UDT,ug_udt,{\small \cite{eli-etal-2016-universal}},---,19262,100.00,100.00,100.00,100.00,100.00
UD_Ukrainian-IU,uk_iu,{\small \cite{UD_Ukrainian-IU}},---,92635,93.45,94.38,94.84,95.68,94.27
UD_Urdu-UDTB,ur_udtb,{\small \cite{bhathindi}},---,108690,96.86,96.96,96.97,97.19,96.96
UD_Vietnamese-VTB,vi_vtb,{\small \cite{nguyen-etal-2009-building}},---,20285,98.97,99.10,99.10,99.13,99.13
UD_Warlpiri-UFAL,wbp_ufal,{\small \cite{Warlpiri}},id\_gsd,0,43.44,36.66,34.30,42.04,38.60
UD_Wolof-WTB,wo_wtb,{\small \cite{dione-2019-developing}},---,24228,88.55,88.46,90.20,89.88,88.50
UD_Yoruba-YTB,yo_ytb,{\small \cite{ishola-zeman-2020-yoruba}},ga\_idt,0,84.10,87.27,85.48,79.53,88.20
UD_Cantonese-HK,yue_hk,{\small \cite{wong-etal-2017-quantitative}},zh\_gsd,0,98.28,98.24,98.24,98.24,98.24
UD_Chinese-CFL,zh_cfl,{\small \cite{lee-etal-2017-towards}},zh\_gsdsimp,0,97.70,97.69,97.70,97.70,97.69
UD_Chinese-GSD,zh_gsd,{\small \cite{ud_chinese_gsd_2016}},---,98616,99.98,99.99,99.98,99.98,99.98
UD_Chinese-GSDSimp,zh_gsdsimp,{\small \cite{ud_chinese_gsdsimp_2019}},---,98616,99.98,99.99,99.98,99.98,99.99
UD_Chinese-HK,zh_hk,{\small \cite{wong-etal-2017-quantitative}},zh\_gsd,0,100.00,100.00,100.00,100.00,100.00
UD_Chinese-PUD,zh_pud,{\small \cite{mcdonald-etal-2013-universal}},zh\_gsd,0,100.00,100.00,100.00,100.00,100.00
UD_German-tweeDE,de_tweede,{\small \cite{rehbein-etal-2019-tweede}},---,5836,75.19,83.50,85.58,87.09,83.36
UD_English-AAE-UD-v1,en_aae,{\small \cite{blodgett-etal-2018-twitter}},en\_ewt,0,100.00,100.00,100.00,100.00,100.00
UD_English-ConvBank,en_convbank,{\small \cite{davidson-etal-2019-dependency}},---,5057,99.53,98.39,98.57,99.70,98.60
UD_English-Dundee,en_dundee,{\small \cite{barrett2015dundee}},---,0,0.00,0.00,0.00,0.00,0.00
UD_English-ESL,en_esl,{\small \cite{berzak-etal-2016-universal}},---,78541,100.00,100.00,100.00,100.00,100.00
UD_English-GUMReddit,en_gumreddit,{\small \cite{behzad-zeldes-2020-cross}},---,10831,90.85,94.87,95.32,96.55,95.17
UD_English-MoNoise,en_monoise,\resizebox{4cm}{!}{\cite{van-der-goot-van-noord-2018-modeling}},en\_ewt,0,99.72,99.72,99.72,99.72,99.72
UD_Singlish-SingPar,en_singpar,{\small \cite{wang2019genesis}},---,27368,100.00,100.00,100.00,100.00,100.00
UD_English-Tweebank2,en_tweebank2,{\small \cite{liu-etal-2018-parsing}},---,24753,95.77,96.40,97.17,97.86,96.44
UD_French-ExtremeUGC0.6.2,fr_extremeugc,{\small \cite{martinez-alonso-etal-2016-noisy}},fr\_gsd,0,73.75,69.11,70.79,69.69,68.76
UD_French-FTB,fr_ftb,{\small \cite{abeille-etal-2000-building}},---,469664,94.39,94.11,94.13,94.41,94.16
UD_Mbya_Guarani-Dooley,gun_dooley,{\small \cite{thomas-2019-universal}},---,0,0.00,0.00,0.00,0.00,0.00
UD_Hindi_English-HIENCS,qhe_hiencs,{\small \cite{bhat-etal-2018-universal}},---,20203,74.23,66.62,75.08,84.74,66.18
